timestamp,close,equity,in_position,decision_regime_on,entry_ready,exit_ready
2024-06-22 07:00:00+00:00,64520.0,1000.0,False,False,False,False
2024-06-22 08:00:00+00:00,64289.15,1000.0,False,False,False,False
2024-06-22 09:00:00+00:00,64325.99,1000.0,False,False,False,False
2024-06-22 10:00:00+00:00,64311.71,1000.0,False,False,False,False
2024-06-22 11:00:00+00:00,64265.26,1000.0,False,False,False,False
2024-06-22 12:00:00+00:00,64297.84,1000.0,False,False,False,False
2024-06-22 13:00:00+00:00,64284.0,1000.0,False,False,False,False
2024-06-22 14:00:00+00:00,64287.96,1000.0,False,False,False,False
2024-06-22 15:00:00+00:00,64307.08,1000.0,False,False,False,False
2024-06-22 16:00:00+00:00,64321.28,1000.0,False,False,False,False
2024-06-22 17:00:00+00:00,64256.37,1000.0,False,False,False,False
2024-06-22 18:00:00+00:00,64260.81,1000.0,False,False,False,False
2024-06-22 19:00:00+00:00,64295.01,1000.0,False,False,False,False
2024-06-22 20:00:00+00:00,64283.99,1000.0,False,False,False,False
2024-06-22 21:00:00+00:00,64330.0,1000.0,False,False,False,False
2024-06-22 22:00:00+00:00,64315.79,1000.0,False,False,False,False
2024-06-22 23:00:00+00:00,64262.01,1000.0,False,False,False,False
2024-06-23 00:00:00+00:00,64476.43,1000.0,False,False,False,False
2024-06-23 01:00:00+00:00,64476.19,1000.0,False,False,False,False
2024-06-23 02:00:00+00:00,64507.17,1000.0,False,False,False,False
2024-06-23 03:00:00+00:00,64416.14,1000.0,False,False,False,False
2024-06-23 04:00:00+00:00,64378.02,1000.0,False,False,False,False
2024-06-23 05:00:00+00:00,64380.0,1000.0,False,False,False,False
2024-06-23 06:00:00+00:00,64386.5,1000.0,False,False,False,False
2024-06-23 07:00:00+00:00,64415.27,1000.0,False,False,False,False
2024-06-23 08:00:00+00:00,64395.43,1000.0,False,False,False,False
2024-06-23 09:00:00+00:00,64418.81,1000.0,False,False,False,False
2024-06-23 10:00:00+00:00,64305.6,1000.0,False,False,False,False
2024-06-23 11:00:00+00:00,64341.45,1000.0,False,False,False,False
2024-06-23 12:00:00+00:00,64375.99,1000.0,False,False,False,False
2024-06-23 13:00:00+00:00,64297.79,1000.0,False,False,False,False
2024-06-23 14:00:00+00:00,64192.01,1000.0,False,False,False,False
2024-06-23 15:00:00+00:00,64094.0,1000.0,False,False,False,False
2024-06-23 16:00:00+00:00,63927.49,1000.0,False,False,False,False
2024-06-23 17:00:00+00:00,64120.39,1000.0,False,False,False,False
2024-06-23 18:00:00+00:00,64111.98,1000.0,False,False,False,False
2024-06-23 19:00:00+00:00,64149.78,1000.0,False,False,False,False
2024-06-23 20:00:00+00:00,63740.01,1000.0,False,False,False,False
2024-06-23 21:00:00+00:00,63844.67,1000.0,False,False,False,False
2024-06-23 22:00:00+00:00,63657.99,1000.0,False,False,False,False
2024-06-23 23:00:00+00:00,63210.01,1000.0,False,False,False,False
2024-06-24 00:00:00+00:00,63080.0,1000.0,False,False,False,False
2024-06-24 01:00:00+00:00,63315.99,1000.0,False,False,False,False
2024-06-24 02:00:00+00:00,62880.94,1000.0,False,False,False,False
2024-06-24 03:00:00+00:00,62862.0,1000.0,False,False,False,False
2024-06-24 04:00:00+00:00,62840.97,1000.0,False,False,False,False
2024-06-24 05:00:00+00:00,62314.01,1000.0,False,False,False,False
2024-06-24 06:00:00+00:00,62405.0,1000.0,False,False,False,False
2024-06-24 07:00:00+00:00,62456.0,1000.0,False,False,False,False
2024-06-24 08:00:00+00:00,62730.92,1000.0,False,False,False,False
2024-06-24 09:00:00+00:00,61402.28,1000.0,False,False,False,False
2024-06-24 10:00:00+00:00,61167.15,1000.0,False,False,False,False
2024-06-24 11:00:00+00:00,61291.95,1000.0,False,False,False,False
2024-06-24 12:00:00+00:00,61215.21,1000.0,False,False,False,False
2024-06-24 13:00:00+00:00,61569.2,1000.0,False,False,False,False
2024-06-24 14:00:00+00:00,61303.41,1000.0,False,False,False,False
2024-06-24 15:00:00+00:00,60843.99,1000.0,False,False,False,False
2024-06-24 16:00:00+00:00,60168.01,1000.0,False,False,False,False
2024-06-24 17:00:00+00:00,60244.89,1000.0,False,False,False,False
2024-06-24 18:00:00+00:00,60412.01,1000.0,False,False,False,False
2024-06-24 19:00:00+00:00,59306.72,1000.0,False,False,False,False
2024-06-24 20:00:00+00:00,59514.0,1000.0,False,False,False,False
2024-06-24 21:00:00+00:00,60119.24,1000.0,False,False,False,False
2024-06-24 22:00:00+00:00,60048.98,1000.0,False,False,False,False
2024-06-24 23:00:00+00:00,60293.3,1000.0,False,False,False,False
2024-06-25 00:00:00+00:00,60409.11,1000.0,False,False,False,False
2024-06-25 01:00:00+00:00,60492.0,1000.0,False,False,False,False
2024-06-25 02:00:00+00:00,60676.01,1000.0,False,False,False,False
2024-06-25 03:00:00+00:00,61302.59,1000.0,False,False,False,False
2024-06-25 04:00:00+00:00,61371.27,1000.0,False,False,False,False
2024-06-25 05:00:00+00:00,61024.01,1000.0,False,False,False,False
2024-06-25 06:00:00+00:00,61139.67,1000.0,False,False,False,False
2024-06-25 07:00:00+00:00,60685.16,1000.0,False,False,False,False
2024-06-25 08:00:00+00:00,60860.12,1000.0,False,False,False,False
2024-06-25 09:00:00+00:00,61468.01,1000.0,False,False,False,False
2024-06-25 10:00:00+00:00,61317.17,1000.0,False,False,False,False
2024-06-25 11:00:00+00:00,61187.64,1000.0,False,False,False,False
2024-06-25 12:00:00+00:00,61048.51,1000.0,False,False,False,False
2024-06-25 13:00:00+00:00,61200.0,1000.0,False,False,False,False
2024-06-25 14:00:00+00:00,61763.44,1000.0,False,False,False,False
2024-06-25 15:00:00+00:00,61810.0,1000.0,False,False,False,False
2024-06-25 16:00:00+00:00,61390.01,1000.0,False,False,False,False
2024-06-25 17:00:00+00:00,61381.44,1000.0,False,False,False,False
2024-06-25 18:00:00+00:00,62159.09,1000.0,False,False,False,False
2024-06-25 19:00:00+00:00,61975.46,1000.0,False,False,False,False
2024-06-25 20:00:00+00:00,61924.01,1000.0,False,False,False,False
2024-06-25 21:00:00+00:00,61916.53,1000.0,False,False,False,False
2024-06-25 22:00:00+00:00,61909.99,1000.0,False,False,False,False
2024-06-25 23:00:00+00:00,61806.01,1000.0,False,False,False,False
2024-06-26 00:00:00+00:00,61767.72,1000.0,False,False,False,False
2024-06-26 01:00:00+00:00,62090.01,1000.0,False,False,False,False
2024-06-26 02:00:00+00:00,62028.01,1000.0,False,False,False,False
2024-06-26 03:00:00+00:00,61936.07,1000.0,False,False,False,False
2024-06-26 04:00:00+00:00,61712.96,1000.0,False,False,False,False
2024-06-26 05:00:00+00:00,61562.01,1000.0,False,False,False,False
2024-06-26 06:00:00+00:00,61577.21,1000.0,False,False,False,False
2024-06-26 07:00:00+00:00,61720.02,1000.0,False,False,False,False
2024-06-26 08:00:00+00:00,61472.48,1000.0,False,False,False,False
2024-06-26 09:00:00+00:00,61376.73,1000.0,False,False,False,False
2024-06-26 10:00:00+00:00,61264.3,1000.0,False,False,False,False
2024-06-26 11:00:00+00:00,61445.26,1000.0,False,False,False,False
2024-06-26 12:00:00+00:00,61431.47,1000.0,False,False,False,False
2024-06-26 13:00:00+00:00,61760.0,1000.0,False,False,False,False
2024-06-26 14:00:00+00:00,61728.13,1000.0,False,False,False,False
2024-06-26 15:00:00+00:00,61467.86,1000.0,False,False,False,False
2024-06-26 16:00:00+00:00,61274.01,1000.0,False,False,False,False
2024-06-26 17:00:00+00:00,61242.0,1000.0,False,False,False,False
2024-06-26 18:00:00+00:00,60910.02,1000.0,False,False,False,False
2024-06-26 19:00:00+00:00,61000.01,1000.0,False,False,False,False
2024-06-26 20:00:00+00:00,60993.36,1000.0,False,False,False,False
2024-06-26 21:00:00+00:00,61054.35,1000.0,False,False,False,False
2024-06-26 22:00:00+00:00,60924.61,1000.0,False,False,False,False
2024-06-26 23:00:00+00:00,60864.99,1000.0,False,False,False,False
2024-06-27 00:00:00+00:00,60982.0,1000.0,False,False,False,False
2024-06-27 01:00:00+00:00,61064.01,1000.0,False,False,False,False
2024-06-27 02:00:00+00:00,61029.49,1000.0,False,False,False,False
2024-06-27 03:00:00+00:00,61037.31,1000.0,False,False,False,False
2024-06-27 04:00:00+00:00,61114.02,1000.0,False,False,False,False
2024-06-27 05:00:00+00:00,60805.5,1000.0,False,False,False,False
2024-06-27 06:00:00+00:00,60742.01,1000.0,False,False,False,False
2024-06-27 07:00:00+00:00,60794.01,1000.0,False,False,False,False
2024-06-27 08:00:00+00:00,60866.0,1000.0,False,False,False,False
2024-06-27 09:00:00+00:00,61282.78,1000.0,False,False,False,False
2024-06-27 10:00:00+00:00,61110.01,1000.0,False,False,False,False
2024-06-27 11:00:00+00:00,61196.02,1000.0,False,False,False,False
2024-06-27 12:00:00+00:00,61341.88,1000.0,False,False,False,False
2024-06-27 13:00:00+00:00,61990.0,1000.0,False,False,False,False
2024-06-27 14:00:00+00:00,61729.99,1000.0,False,False,False,False
2024-06-27 15:00:00+00:00,61576.0,1000.0,False,False,False,False
2024-06-27 16:00:00+00:00,61714.57,1000.0,False,False,False,False
2024-06-27 17:00:00+00:00,61842.11,1000.0,False,False,False,False
2024-06-27 18:00:00+00:00,61882.39,1000.0,False,False,False,False
2024-06-27 19:00:00+00:00,61450.0,1000.0,False,False,False,False
2024-06-27 20:00:00+00:00,61493.11,1000.0,False,False,False,False
2024-06-27 21:00:00+00:00,61536.04,1000.0,False,False,False,False
2024-06-27 22:00:00+00:00,61640.01,1000.0,False,False,False,False
2024-06-27 23:00:00+00:00,61706.47,1000.0,False,False,False,False
2024-06-28 00:00:00+00:00,61560.0,1000.0,False,False,False,False
2024-06-28 01:00:00+00:00,62091.99,1000.0,False,False,False,False
2024-06-28 02:00:00+00:00,61730.67,1000.0,False,False,False,False
2024-06-28 03:00:00+00:00,61828.17,1000.0,False,False,False,False
2024-06-28 04:00:00+00:00,61750.44,1000.0,False,False,False,False
2024-06-28 05:00:00+00:00,61604.01,1000.0,False,False,False,False
2024-06-28 06:00:00+00:00,61620.96,1000.0,False,False,False,False
2024-06-28 07:00:00+00:00,61350.01,1000.0,False,False,False,False
2024-06-28 08:00:00+00:00,61480.21,1000.0,False,False,False,False
2024-06-28 09:00:00+00:00,61547.55,1000.0,False,False,False,False
2024-06-28 10:00:00+00:00,61548.14,1000.0,False,False,False,False
2024-06-28 11:00:00+00:00,61690.0,1000.0,False,False,False,False
2024-06-28 12:00:00+00:00,61395.09,1000.0,False,False,False,False
2024-06-28 13:00:00+00:00,61297.99,1000.0,False,False,False,False
2024-06-28 14:00:00+00:00,60928.02,1000.0,False,False,False,False
2024-06-28 15:00:00+00:00,61062.01,1000.0,False,False,False,False
2024-06-28 16:00:00+00:00,60940.01,1000.0,False,False,False,False
2024-06-28 17:00:00+00:00,60826.63,1000.0,False,False,False,False
2024-06-28 18:00:00+00:00,60828.02,1000.0,False,False,False,False
2024-06-28 19:00:00+00:00,60123.73,1000.0,False,False,False,False
2024-06-28 20:00:00+00:00,60229.92,1000.0,False,False,False,False
2024-06-28 21:00:00+00:00,60366.01,1000.0,False,False,False,False
2024-06-28 22:00:00+00:00,60367.99,1000.0,False,False,False,False
2024-06-28 23:00:00+00:00,60427.84,1000.0,False,False,False,False
2024-06-29 00:00:00+00:00,60770.71,1000.0,False,False,False,False
2024-06-29 01:00:00+00:00,60901.03,1000.0,False,False,False,False
2024-06-29 02:00:00+00:00,60766.05,1000.0,False,False,False,False
2024-06-29 03:00:00+00:00,60762.0,1000.0,False,False,False,False
2024-06-29 04:00:00+00:00,60773.55,1000.0,False,False,False,False
2024-06-29 05:00:00+00:00,60762.02,1000.0,False,False,False,False
2024-06-29 06:00:00+00:00,60847.75,1000.0,False,False,False,False
2024-06-29 07:00:00+00:00,61052.3,1000.0,False,False,False,False
2024-06-29 08:00:00+00:00,60982.03,1000.0,False,False,False,False
2024-06-29 09:00:00+00:00,60970.0,1000.0,False,False,False,False
2024-06-29 10:00:00+00:00,60994.36,1000.0,False,False,False,False
2024-06-29 11:00:00+00:00,61102.33,1000.0,False,False,False,False
2024-06-29 12:00:00+00:00,61045.43,1000.0,False,False,False,False
2024-06-29 13:00:00+00:00,61102.98,1000.0,False,False,False,False
2024-06-29 14:00:00+00:00,61018.01,1000.0,False,False,False,False
2024-06-29 15:00:00+00:00,61106.0,1000.0,False,False,False,False
2024-06-29 16:00:00+00:00,61009.91,1000.0,False,False,False,False
2024-06-29 17:00:00+00:00,61040.77,1000.0,False,False,False,False
2024-06-29 18:00:00+00:00,61059.04,1000.0,False,False,False,False
2024-06-29 19:00:00+00:00,61057.39,1000.0,False,False,False,False
2024-06-29 20:00:00+00:00,61050.0,1000.0,False,False,False,False
2024-06-29 21:00:00+00:00,61044.99,1000.0,False,False,False,False
2024-06-29 22:00:00+00:00,60970.0,1000.0,False,False,False,False
2024-06-29 23:00:00+00:00,60986.68,1000.0,False,False,False,False
2024-06-30 00:00:00+00:00,61024.55,1000.0,False,False,False,False
2024-06-30 01:00:00+00:00,60961.99,1000.0,False,False,False,False
2024-06-30 02:00:00+00:00,60834.27,1000.0,False,False,False,False
2024-06-30 03:00:00+00:00,60898.32,1000.0,False,False,False,False
2024-06-30 04:00:00+00:00,60777.55,1000.0,False,False,False,False
2024-06-30 05:00:00+00:00,60789.26,1000.0,False,False,False,False
2024-06-30 06:00:00+00:00,61040.18,1000.0,False,False,False,False
2024-06-30 07:00:00+00:00,61528.01,1000.0,False,False,False,False
2024-06-30 08:00:00+00:00,61556.01,1000.0,False,False,False,False
2024-06-30 09:00:00+00:00,61529.7,1000.0,False,False,False,False
2024-06-30 10:00:00+00:00,61540.0,1000.0,False,False,False,False
2024-06-30 11:00:00+00:00,61560.0,1000.0,False,False,False,False
2024-06-30 12:00:00+00:00,61496.0,1000.0,False,False,False,False
2024-06-30 13:00:00+00:00,61719.61,1000.0,False,False,False,False
2024-06-30 14:00:00+00:00,61587.11,1000.0,False,False,False,False
2024-06-30 15:00:00+00:00,61717.9,1000.0,False,False,False,False
2024-06-30 16:00:00+00:00,61603.54,1000.0,False,False,False,False
2024-06-30 17:00:00+00:00,61707.99,1000.0,False,False,False,False
2024-06-30 18:00:00+00:00,62055.31,1000.0,False,False,False,False
2024-06-30 19:00:00+00:00,62026.83,1000.0,False,False,False,False
2024-06-30 20:00:00+00:00,61990.01,1000.0,False,False,False,False
2024-06-30 21:00:00+00:00,61940.01,1000.0,False,False,False,False
2024-06-30 22:00:00+00:00,62901.01,1000.0,False,False,False,False
2024-06-30 23:00:00+00:00,62772.01,1000.0,False,False,False,False
2024-07-01 00:00:00+00:00,62931.99,1000.0,False,False,False,False
2024-07-01 01:00:00+00:00,63640.82,1000.0,False,False,False,False
2024-07-01 02:00:00+00:00,63435.86,1000.0,False,False,False,False
2024-07-01 03:00:00+00:00,63437.69,1000.0,False,False,False,False
2024-07-01 04:00:00+00:00,63279.79,1000.0,False,False,False,False
2024-07-01 05:00:00+00:00,63432.94,1000.0,False,False,False,False
2024-07-01 06:00:00+00:00,63404.0,1000.0,False,False,False,False
2024-07-01 07:00:00+00:00,63277.84,1000.0,False,False,False,False
2024-07-01 08:00:00+00:00,62923.91,1000.0,False,False,False,False
2024-07-01 09:00:00+00:00,62938.97,1000.0,False,False,False,False
2024-07-01 10:00:00+00:00,62852.24,1000.0,False,False,False,False
2024-07-01 11:00:00+00:00,62662.09,1000.0,False,False,False,False
2024-07-01 12:00:00+00:00,62882.0,1000.0,False,False,False,False
2024-07-01 13:00:00+00:00,62685.27,1000.0,False,False,False,False
2024-07-01 14:00:00+00:00,62826.02,1000.0,False,False,False,False
2024-07-01 15:00:00+00:00,63132.9,1000.0,False,False,False,False
2024-07-01 16:00:00+00:00,63119.33,1000.0,False,False,False,False
2024-07-01 17:00:00+00:00,63697.66,1000.0,False,False,False,False
2024-07-01 18:00:00+00:00,63649.99,1000.0,False,False,False,False
2024-07-01 19:00:00+00:00,63226.78,1000.0,False,False,False,False
2024-07-01 20:00:00+00:00,63292.53,1000.0,False,False,False,False
2024-07-01 21:00:00+00:00,63130.01,1000.0,False,False,False,False
2024-07-01 22:00:00+00:00,62975.1,1000.0,False,False,False,False
2024-07-01 23:00:00+00:00,62899.99,1000.0,False,False,False,False
2024-07-02 00:00:00+00:00,62926.65,1000.0,False,False,False,False
2024-07-02 01:00:00+00:00,62926.0,1000.0,False,False,False,False
2024-07-02 02:00:00+00:00,62999.56,1000.0,False,False,False,False
2024-07-02 03:00:00+00:00,63138.67,1000.0,False,False,False,False
2024-07-02 04:00:00+00:00,63038.01,1000.0,False,False,False,False
2024-07-02 05:00:00+00:00,63024.0,1000.0,False,False,False,False
2024-07-02 06:00:00+00:00,62866.0,1000.0,False,False,False,False
2024-07-02 07:00:00+00:00,62629.99,1000.0,False,False,False,False
2024-07-02 08:00:00+00:00,62670.01,1000.0,False,False,False,False
2024-07-02 09:00:00+00:00,62650.01,1000.0,False,False,False,False
2024-07-02 10:00:00+00:00,62715.98,1000.0,False,False,False,False
2024-07-02 11:00:00+00:00,62832.01,1000.0,False,False,False,False
2024-07-02 12:00:00+00:00,62878.45,1000.0,False,False,False,False
2024-07-02 13:00:00+00:00,62626.92,1000.0,False,False,False,False
2024-07-02 14:00:00+00:00,62035.43,1000.0,False,False,False,False
2024-07-02 15:00:00+00:00,61948.08,1000.0,False,False,False,False
2024-07-02 16:00:00+00:00,61920.89,1000.0,False,False,False,False
2024-07-02 17:00:00+00:00,62147.98,1000.0,False,False,False,False
2024-07-02 18:00:00+00:00,62330.01,1000.0,False,False,False,False
2024-07-02 19:00:00+00:00,61939.1,1000.0,False,False,False,False
2024-07-02 20:00:00+00:00,62012.01,1000.0,False,False,False,False
2024-07-02 21:00:00+00:00,61958.02,1000.0,False,False,False,False
2024-07-02 22:00:00+00:00,62090.01,1000.0,False,False,False,False
2024-07-02 23:00:00+00:00,62135.47,1000.0,False,False,False,False
2024-07-03 00:00:00+00:00,62094.02,1000.0,False,False,False,False
2024-07-03 01:00:00+00:00,61617.91,1000.0,False,False,False,False
2024-07-03 02:00:00+00:00,61362.0,1000.0,False,False,False,False
2024-07-03 03:00:00+00:00,60987.99,1000.0,False,False,False,False
2024-07-03 04:00:00+00:00,60883.9,1000.0,False,False,False,False
2024-07-03 05:00:00+00:00,61121.52,1000.0,False,False,False,False
2024-07-03 06:00:00+00:00,61014.0,1000.0,False,False,False,False
2024-07-03 07:00:00+00:00,60870.01,1000.0,False,False,False,False
2024-07-03 08:00:00+00:00,60497.59,1000.0,False,False,False,False
2024-07-03 09:00:00+00:00,60606.01,1000.0,False,False,False,False
2024-07-03 10:00:00+00:00,60383.99,1000.0,False,False,False,False
2024-07-03 11:00:00+00:00,60386.01,1000.0,False,False,False,False
2024-07-03 12:00:00+00:00,60028.01,1000.0,False,False,False,False
2024-07-03 13:00:00+00:00,60589.99,1000.0,False,False,False,False
2024-07-03 14:00:00+00:00,60281.15,1000.0,False,False,False,False
2024-07-03 15:00:00+00:00,60186.25,1000.0,False,False,False,False
2024-07-03 16:00:00+00:00,60495.98,1000.0,False,False,False,False
2024-07-03 17:00:00+00:00,60371.34,1000.0,False,False,False,False
2024-07-03 18:00:00+00:00,60248.01,1000.0,False,False,False,False
2024-07-03 19:00:00+00:00,59671.1,1000.0,False,False,False,False
2024-07-03 20:00:00+00:00,59609.26,1000.0,False,False,False,False
2024-07-03 21:00:00+00:00,60247.59,1000.0,False,False,False,False
2024-07-03 22:00:00+00:00,60316.01,1000.0,False,False,False,False
2024-07-03 23:00:00+00:00,60208.58,1000.0,False,False,False,False
2024-07-04 00:00:00+00:00,60430.01,1000.0,False,False,False,False
2024-07-04 01:00:00+00:00,58561.1,1000.0,False,False,False,False
2024-07-04 02:00:00+00:00,58972.13,1000.0,False,False,False,False
2024-07-04 03:00:00+00:00,59102.0,1000.0,False,False,False,False
2024-07-04 04:00:00+00:00,58968.36,1000.0,False,False,False,False
2024-07-04 05:00:00+00:00,58902.0,1000.0,False,False,False,False
2024-07-04 06:00:00+00:00,58795.99,1000.0,False,False,False,False
2024-07-04 07:00:00+00:00,58219.99,1000.0,False,False,False,False
2024-07-04 08:00:00+00:00,57688.46,1000.0,False,False,False,False
2024-07-04 09:00:00+00:00,57748.0,1000.0,False,False,False,False
2024-07-04 10:00:00+00:00,57946.43,1000.0,False,False,False,False
2024-07-04 11:00:00+00:00,57761.94,1000.0,False,False,False,False
2024-07-04 12:00:00+00:00,57247.98,1000.0,False,False,False,False
2024-07-04 13:00:00+00:00,57420.02,1000.0,False,False,False,False
2024-07-04 14:00:00+00:00,57450.25,1000.0,False,False,False,False
2024-07-04 15:00:00+00:00,58140.0,1000.0,False,False,False,False
2024-07-04 16:00:00+00:00,58304.59,1000.0,False,False,False,False
2024-07-04 17:00:00+00:00,58240.0,1000.0,False,False,False,False
2024-07-04 18:00:00+00:00,58168.0,1000.0,False,False,False,False
2024-07-04 19:00:00+00:00,58283.62,1000.0,False,False,False,False
2024-07-04 20:00:00+00:00,58358.99,1000.0,False,False,False,False
2024-07-04 21:00:00+00:00,58494.01,1000.0,False,False,False,False
2024-07-04 22:00:00+00:00,58038.84,1000.0,False,False,False,False
2024-07-04 23:00:00+00:00,57050.01,1000.0,False,False,False,False
2024-07-05 00:00:00+00:00,57375.99,1000.0,False,False,False,False
2024-07-05 01:00:00+00:00,57172.01,1000.0,False,False,False,False
2024-07-05 02:00:00+00:00,55766.32,1000.0,False,False,False,False
2024-07-05 03:00:00+00:00,55227.99,1000.0,False,False,False,False
2024-07-05 04:00:00+00:00,53941.1,1000.0,False,False,False,False
2024-07-05 05:00:00+00:00,54806.02,1000.0,False,False,False,False
2024-07-05 06:00:00+00:00,54283.99,1000.0,False,False,False,False
2024-07-05 07:00:00+00:00,54415.05,1000.0,False,False,False,False
2024-07-05 08:00:00+00:00,54088.0,1000.0,False,False,False,False
2024-07-05 09:00:00+00:00,54528.0,1000.0,False,False,False,False
2024-07-05 10:00:00+00:00,54987.99,1000.0,False,False,False,False
2024-07-05 11:00:00+00:00,55486.5,1000.0,False,False,False,False
2024-07-05 12:00:00+00:00,55052.81,1000.0,False,False,False,False
2024-07-05 13:00:00+00:00,55829.99,1000.0,False,False,False,False
2024-07-05 14:00:00+00:00,55753.98,1000.0,False,False,False,False
2024-07-05 15:00:00+00:00,56662.0,1000.0,False,False,False,False
2024-07-05 16:00:00+00:00,56448.15,1000.0,False,False,False,False
2024-07-05 17:00:00+00:00,56453.18,1000.0,False,False,False,False
2024-07-05 18:00:00+00:00,56546.16,1000.0,False,False,False,False
2024-07-05 19:00:00+00:00,56465.42,1000.0,False,False,False,False
2024-07-05 20:00:00+00:00,56351.1,1000.0,False,False,False,False
2024-07-05 21:00:00+00:00,56517.61,1000.0,False,False,False,False
2024-07-05 22:00:00+00:00,56621.09,1000.0,False,False,False,False
2024-07-05 23:00:00+00:00,56628.79,1000.0,False,False,False,False
2024-07-06 00:00:00+00:00,56601.1,1000.0,False,False,False,False
2024-07-06 01:00:00+00:00,56219.64,1000.0,False,False,False,False
2024-07-06 02:00:00+00:00,56440.0,1000.0,False,False,False,False
2024-07-06 03:00:00+00:00,56410.0,1000.0,False,False,False,False
2024-07-06 04:00:00+00:00,56059.49,1000.0,False,False,False,False
2024-07-06 05:00:00+00:00,56362.54,1000.0,False,False,False,False
2024-07-06 06:00:00+00:00,56417.35,1000.0,False,False,False,False
2024-07-06 07:00:00+00:00,56606.0,1000.0,False,False,False,False
2024-07-06 08:00:00+00:00,56557.81,1000.0,False,False,False,False
2024-07-06 09:00:00+00:00,56766.0,1000.0,False,False,False,False
2024-07-06 10:00:00+00:00,56780.0,1000.0,False,False,False,False
2024-07-06 11:00:00+00:00,56731.42,1000.0,False,False,False,False
2024-07-06 12:00:00+00:00,56755.47,1000.0,False,False,False,False
2024-07-06 13:00:00+00:00,56991.1,1000.0,False,False,False,False
2024-07-06 14:00:00+00:00,57058.91,1000.0,False,False,False,False
2024-07-06 15:00:00+00:00,57317.98,1000.0,False,False,False,False
2024-07-06 16:00:00+00:00,57852.62,1000.0,False,False,False,False
