symbol,strategy_name,lookahead_fix,fees_rate,initial_equity,final_equity,total_return_pct,benchmark_return_pct,max_drawdown_pct,benchmark_drawdown_pct,total_trades,wins,losses,win_rate_pct,profit_factor,avg_trade_return_pct,best_trade_pct,worst_trade_pct,avg_duration_hours,total_fees_paid,exposure_pct,profitable,beat_benchmark,entry_logic,exit_logic
BTC/USDT,btc_regime_allocation_super_strict_bullish_no_lookahead,uses previous closed 4h regime with shift(1),0.001,1000.0,1073.2813559418992,7.328135594189922,-2.0466792524435062,27.73033723275399,52.86450773653576,90,29,61,32.22222222222222,1.0809760791892038,0.14518859940274906,29.558176853632734,-6.771172115152135,53.422222222222224,212.55609997032244,27.758212574331736,True,True,"previous closed 4h candle: close > ema50, close > ema200, ema50 > ema200, ema50 rising, ema200 rising, rsi_14 > 50",exit when previous closed 4h super_strict_bullish regime turns off
