symbol,entry_time,exit_time,entry_price,exit_price,duration,duration_hours,entry_equity_before,exit_equity_after,gross_price_return_pct,net_trade_return_pct,net_pnl_cash,entry_fee_cash,exit_fee_cash,total_fee_cash,entry_reason,exit_reason,result
BTC/USDT,2024-12-04 12:00:00+00:00,2024-12-09 16:00:00+00:00,95967.98,97844.06,5d 4h,124,1312.372315676405,1335.3531910750019,1.9549020412850115,1.7510941921045076,22.980875398596936,1.3123723156764049,1.3366898809559578,2.6490621966323626,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2024-12-11 20:00:00+00:00,2024-12-19 00:00:00+00:00,101271.56,100831.16,7d 4h,172,1335.3531910750019,1326.888373087901,-0.43487036241961485,-0.6339010565651448,-8.464817987100787,1.3353531910750018,1.3282165896775786,2.6635697807525807,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2024-12-25 16:00:00+00:00,2024-12-26 17:00:00+00:00,98425.51,95824.27,1d 1h,25,1326.888373087901,1289.238335176523,-2.6428514315038787,-2.8374683714923132,-37.65003791137815,1.326888373087901,1.2905288640405637,2.617417237128465,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-01-04 08:00:00+00:00,2025-01-07 20:00:00+00:00,97906.07,96533.35,3d 12h,84,1289.238335176523,1268.6211478677676,-1.4020785432404814,-1.599175788232543,-20.61718730875532,1.2892383351765229,1.2698910389066744,2.5591293740831973,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-01-16 08:00:00+00:00,2025-01-20 04:00:00+00:00,98955.8,102232.34,3d 20h,92,1268.6211478677676,1308.0067059947612,3.3111146592721186,3.104595741068228,39.3855581269936,1.2686211478677676,1.3093160220167779,2.5779371698845455,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2025-01-22 04:00:00+00:00,2025-01-23 04:00:00+00:00,105578.41,102075.22,1d 0h,24,1308.0067059947612,1262.0778779147274,-3.318093159387414,-3.5113602911618247,-45.92882808003378,1.3080067059947613,1.2633412191338613,2.571347925128623,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-01-25 04:00:00+00:00,2025-01-27 04:00:00+00:00,104648.0,100410.04,2d 0h,48,1262.0778779147274,1208.5464256308198,-4.049728614020342,-4.241533206520909,-53.53145228390758,1.2620778779147275,1.2097561818126326,2.4718340597273603,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-01-30 04:00:00+00:00,2025-02-01 00:00:00+00:00,105478.0,102494.94,1d 20h,44,1208.5464256308198,1172.0195440316866,-2.828134776920299,-3.022381335501245,-36.526881599133276,1.2085464256308198,1.173192736768455,2.381739162399275,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-04-20 20:00:00+00:00,2025-05-04 23:00:00+00:00,85127.58,94277.62,14d 3h,339,1172.0195440316866,1295.4007769702396,10.748619894985856,10.527233403815783,123.38123293855301,1.1720195440316865,1.2966974744446844,2.468717018476371,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2025-05-07 00:00:00+00:00,2025-05-15 09:00:00+00:00,97415.65,101823.39,8d 9h,201,1295.4007769702396,1351.3067584602964,4.524673396933654,4.3157285748131935,55.905981490056774,1.2954007769702396,1.3526594178781746,2.648060194848414,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2025-05-17 09:00:00+00:00,2025-05-19 12:00:00+00:00,102896.59,102479.95,2d 3h,51,1351.3067584602964,1343.1448391578276,-0.40491137752961537,-0.6040019596859403,-8.161919302468732,1.3513067584602965,1.344489328486314,2.6957960869466104,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-05-21 12:00:00+00:00,2025-05-25 08:00:00+00:00,106573.11,107109.41,3d 20h,92,1343.1448391578276,1347.2053900618796,0.503222623417865,0.302316681393644,4.060550904051979,1.3431448391578276,1.3485539440058856,2.691698783163713,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2025-05-27 08:00:00+00:00,2025-05-28 14:00:00+00:00,109695.65,107522.72,1d 6h,30,1347.2053900618796,1317.8792633748556,-1.9808716207069255,-2.1768118583371354,-29.326126687024043,1.3472053900618797,1.3191984618366923,2.666403851898572,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-06-07 20:00:00+00:00,2025-06-12 09:00:00+00:00,105846.98,107507.35,4d 13h,109,1317.8792633748556,1335.876427392064,1.5686512737538738,1.3656155398576342,17.997164017208434,1.3178792633748555,1.337213641033097,2.6550929044079528,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2025-06-16 16:00:00+00:00,2025-06-17 16:00:00+00:00,107765.99,103630.67,1d 0h,24,1335.876427392064,1282.0467023705664,-3.8373145368033157,-4.029543745044251,-53.82972502149755,1.335876427392064,1.2833300324029695,2.6192064597950333,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-06-25 20:00:00+00:00,2025-07-01 14:00:00+00:00,107781.2,105925.0,5d 18h,138,1282.0467023705664,1257.4487123496676,-1.722192738622319,-1.9186500753378133,-24.597990020898806,1.2820467023705664,1.2587074197694372,2.5407541221400036,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-07-03 14:00:00+00:00,2025-07-15 08:00:00+00:00,109718.57,116777.47,11d 18h,282,1257.4487123496676,1335.673102247553,6.433641998797457,6.220881148441859,78.22438989788543,1.2574487123496676,1.337010112359913,2.5944588247095806,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2025-07-17 08:00:00+00:00,2025-07-18 20:00:00+00:00,118330.93,117405.0,1d 12h,36,1335.673102247553,1322.5724498483685,-0.7824919486392856,-0.9808277472339588,-13.100652399184582,1.335673102247553,1.323896346194563,2.6595694484421157,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-07-21 04:00:00+00:00,2025-07-22 04:00:00+00:00,118331.61,116555.01,1d 0h,24,1322.5724498483685,1300.1115625825644,-1.5013739777562485,-1.6982727311747103,-22.460887265804104,1.3225724498483684,1.3014129755581225,2.6239854254064907,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-07-24 04:00:00+00:00,2025-07-25 04:00:00+00:00,117941.86,116102.7,1d 0h,24,1300.1115625825644,1277.2795065134915,-1.5593784937765087,-1.7561612961674578,-22.832056069072905,1.3001115625825643,1.2785580645780694,2.5786696271606337,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-07-27 04:00:00+00:00,2025-07-30 18:00:00+00:00,118215.1,116523.14,3d 14h,86,1277.2795065134915,1256.4816368780978,-1.431255397999076,-1.6282943184584786,-20.79786963539368,1.2772795065134914,1.2577393762543523,2.5350188827678437,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-08-07 12:00:00+00:00,2025-08-14 20:00:00+00:00,116390.0,117866.16,7d 8h,176,1256.4816368780978,1269.8738758888458,1.2682876535784926,1.065852346558982,13.392239010747971,1.2564816368780978,1.2711450209097555,2.5276266577878532,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2025-09-13 04:00:00+00:00,2025-09-22 00:00:00+00:00,115698.4,114407.28,8d 20h,212,1269.8738758888458,1253.1927471265767,-1.1159359161405868,-1.3136051602442134,-16.681128762269054,1.2698738758888457,1.2544471943208977,2.5243210702097434,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2025-10-02 04:00:00+00:00,2025-10-07 20:00:00+00:00,118662.04,121943.61,5d 16h,136,1253.1927471265767,1285.2750781467994,2.765475800011541,2.5600476138873063,32.08233102022268,1.2531927471265767,1.286561639786586,2.5397543869131627,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2026-01-05 20:00:00+00:00,2026-01-07 16:00:00+00:00,94177.99,91264.54,1d 20h,44,1285.2750781467994,1243.0245750945567,-3.0935572101294717,-3.2872731892664153,-42.25050305224272,1.2852750781467994,1.2442688439384952,2.5295439220852947,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2026-01-12 04:00:00+00:00,2026-01-19 04:00:00+00:00,92175.78,92665.0,7d 0h,168,1243.0245750945567,1247.123894058798,0.5307467970436575,0.3297858341963611,4.09931896424132,1.2430245750945568,1.248372266325123,2.4913968414196797,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2026-03-16 16:00:00+00:00,2026-03-18 16:00:00+00:00,73760.63,71314.08,2d 0h,48,1247.123894058798,1203.3480069518407,-3.3168778520465514,-3.5101474132203103,-43.77588710695727,1.247123894058798,1.204552559511352,2.4516764535701503,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2026-04-10 00:00:00+00:00,2026-04-12 08:00:00+00:00,71963.03,71629.21,2d 8h,56,1203.3480069518407,1195.3716172556367,-0.46387707688237967,-0.6628497866056793,-7.9763896962040235,1.2033480069518407,1.1965681854410777,2.3999161923929186,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2026-04-14 08:00:00+00:00,2026-04-20 00:00:00+00:00,74750.0,74280.01,5d 16h,136,1195.3716172556367,1185.481204606202,-0.628749163879605,-0.8273922943010215,-9.890412649434666,1.1953716172556368,1.1866678724786808,2.382039489734318,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2026-04-22 00:00:00+00:00,2026-04-27 20:00:00+00:00,76370.45,76960.43,5d 20h,140,1185.481204606202,1192.2512465492573,0.7725239277757145,0.5710796524440953,6.770041943055276,1.185481204606202,1.193444691240498,2.3789258958466997,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2026-05-01 12:00:00+00:00,2026-05-07 20:00:00+00:00,77896.01,79879.99,6d 8h,152,1192.2512465492573,1220.1733933940416,2.5469597223272578,2.341968349842327,27.922146844784265,1.1922512465492574,1.2213947881822238,2.413646034731481,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,win
BTC/USDT,2026-05-09 20:00:00+00:00,2026-05-12 16:00:00+00:00,80805.5,80000.01,2d 20h,68,1220.1733933940416,1205.5955785162446,-0.996825711121152,-1.1947330565246328,-14.577814877796982,1.2201733933940415,1.2068023808971418,2.4269757742911833,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
BTC/USDT,2026-05-15 04:00:00+00:00,2026-05-16 04:00:00+00:00,80724.71,79035.26,1d 0h,24,1205.5955785162446,1178.0046799478873,-2.0928536008367304,-2.2885699864886755,-27.59089856835726,1.2055955785162447,1.179183863811699,2.3847794423279436,confirmed_previous_closed_4h_regime_on,confirmed_previous_closed_4h_regime_off,loss
