fold,period,symbol,strategy_name,entry_confirmation_bars,exit_confirmation_bars,cooldown_hours,min_hold_hours,exit_buffer_pct,initial_equity,final_equity,total_return_pct,benchmark_return_pct,max_drawdown_pct,benchmark_drawdown_pct,total_trades,wins,losses,win_rate_pct,profit_factor,avg_trade_return_pct,best_trade_pct,worst_trade_pct,avg_duration_hours,total_fees_paid,exposure_pct,profitable,beat_benchmark,selection_score
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,0,0.0,1000.0,1073.1831059348342,7.318310593483424,-2.0466792524435062,19.059398426061335,52.86450773653576,56,17,39,30.357142857142854,1.1123366999416495,0.2203308967520337,29.558176853632734,-3.793434043099042,69.57142857142857,126.48998876371851,22.492927660065817,True,True,
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,0,0.01,1000.0,1224.7194273024033,22.471942730240336,-2.0466792524435062,18.61984370892077,52.86450773653576,45,16,29,35.55555555555556,1.3592655090266228,0.5751502423755217,29.558176853632734,-3.79343404309902,103.31111111111112,110.64166361855325,26.840251717568268,True,True,
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,0,0.02,1000.0,1150.2023462397885,15.020234623978856,-2.0466792524435062,24.58789349314937,52.86450773653576,32,12,20,37.5,1.2277295728520095,0.6720702995236938,27.99130023051106,-5.720097796463186,175.3125,70.57211640136168,32.388430229201546,True,True,
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,0,0.03,1000.0,1051.6956846302262,5.169568463022611,-2.0466792524435062,31.51310388611256,52.86450773653576,19,5,14,26.31578947368421,1.0838255330004904,0.8664483974030787,47.416609205211046,-7.736083463549126,410.7894736842105,43.96993270563639,45.06090872351481,True,True,
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,12,0.0,1000.0,1160.5859004811368,16.058590048113675,-2.0466792524435062,17.96320458240035,52.86450773653576,55,20,35,36.36363636363637,1.255662710769307,0.36746468342709687,29.558176853632734,-3.793434043099042,73.16363636363636,127.51572646381564,23.231915016454018,True,True,
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,12,0.01,1000.0,1247.361644453402,24.736164445340215,-2.0466792524435062,19.296537791961278,52.86450773653576,45,17,28,37.77777777777778,1.3928113118125396,0.6162902200918455,29.558176853632734,-3.79343404309902,103.31111111111112,112.29650018031356,26.840251717568268,True,True,
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,12,0.02,1000.0,1150.2023462397885,15.020234623978856,-2.0466792524435062,24.58789349314937,52.86450773653576,32,12,20,37.5,1.2277295728520095,0.6720702995236938,27.99130023051106,-5.720097796463186,175.3125,70.57211640136168,32.388430229201546,True,True,
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,12,0.03,1000.0,1051.6956846302262,5.169568463022611,-2.0466792524435062,31.51310388611256,52.86450773653576,19,5,14,26.31578947368421,1.0838255330004904,0.8664483974030787,47.416609205211046,-7.736083463549126,410.7894736842105,43.96993270563639,45.06090872351481,True,True,
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,24,0.0,1000.0,1191.0738211591777,19.10738211591776,-2.0466792524435062,17.414821267599855,52.86450773653576,52,20,32,38.46153846153847,1.312278789120155,0.4387324543245201,29.558176853632688,-4.029543745044251,81.3076923076923,121.67512497289698,24.40967611569771,True,True,
,full,BTC/USDT,btc_regime_v2_no_lookahead,1,1,48,24,0.01,1000.0,1218.8296001882834,21.882960018828346,-2.0466792524435062,19.34223508824181,52.86450773653576,45,17,28,37.77777777777778,1.3343204709262577,0.5663699050070136,29.558176853632734,-4.029543745044251,103.86666666666666,111.3023619644271,26.984585185612843,True,True,
