symbol,timestamp_1h,latest_4h_timestamp_in_dataset,decision_4h_timestamp_used,last_close_1h,decision_close_4h_used,regime_on_no_lookahead,entry_ready_now,exit_ready_now,recommended_action,condition_close_above_ema50,condition_close_above_ema200,condition_ema50_above_ema200,condition_ema50_rising,condition_ema200_rising,condition_rsi_above_50,rsi_14_4h_used,ema_50_4h_used,ema_200_4h_used,raw_regime_latest_4h
BTC/USDT,2026-06-11 19:00:00+00:00,2026-06-11 16:00:00+00:00,2026-06-11 12:00:00+00:00,63855.76,62749.44,False,False,True,CASH_OR_SELL_IF_IN_POSITION,False,False,False,False,False,True,51.29259180119959,63758.65996049021,70472.17878403707,False
